OTU	341F-785R-P01-A01-1	341F-785R-P01-A02-11	341F-785R-P01-A03-24	341F-785R-P01-A04-42	341F-785R-P01-A05-55	341F-785R-P01-A06-73	341F-785R-P01-B01-2	341F-785R-P01-B02-12	341F-785R-P01-B03-25	341F-785R-P01-B04-43	341F-785R-P01-B05-61	341F-785R-P01-B06-74	341F-785R-P01-C01-3	341F-785R-P01-C02-13	341F-785R-P01-C03-31	341F-785R-P01-C04-44	341F-785R-P01-C05-62	341F-785R-P01-C06-75	341F-785R-P01-D01-4	341F-785R-P01-D02-14	341F-785R-P01-D03-32	341F-785R-P01-D04-45	341F-785R-P01-D05-63	341F-785R-P01-D06-81	341F-785R-P01-E01-5	341F-785R-P01-E02-15	341F-785R-P01-E03-33	341F-785R-P01-E04-51	341F-785R-P01-E05-64	341F-785R-P01-E06-82	341F-785R-P01-F01-6	341F-785R-P01-F02-21	341F-785R-P01-F03-34	341F-785R-P01-F04-52	341F-785R-P01-F05-65	341F-785R-P01-G01-7	341F-785R-P01-G02-22	341F-785R-P01-G03-35	341F-785R-P01-G04-53	341F-785R-P01-G05-71	341F-785R-P01-H01-8	341F-785R-P01-H02-23	341F-785R-P01-H03-41	341F-785R-P01-H04-54	341F-785R-P01-H05-72
OTU.offTarget.0.28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	141	0	0	11	0	0	11	0	9	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	12	5	0
OTU.offTarget.0.29	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	32	0	0	40	0	1	31	1	39	0	0	0	0	0	0	0	0	0	1	4	0	0	0	9	0	0	0	18	5	0
OTU.offTarget.0.30	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	52	0	0	25	0	0	18	1	42	0	0	0	0	0	0	0	0	1	0	3	0	0	0	5	0	0	0	21	8	0
OTU.offTarget.0.31	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	20	0	0	92	0	0	56	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU.offTarget.0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	87	0	0	60	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0
OTU.offTarget.0.33	0	0	0	2	0	0	0	0	0	17	1	0	0	0	0	31	1	0	20	0	0	16	1	47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	19	7	0
OTU.offTarget.0.34	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	52	0	0	26	0	0	12	1	39	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	23	5	0
OTU.offTarget.0.35	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	53	0	0	63	0	0	32	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0
OTU.offTarget.0.36	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	24	0	0	10	0	0	16	3	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19	9	0
OTU.offTarget.0.37	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	17	0	0	29	0	0	22	3	22	1	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	27	13	0
OTU.offTarget.0.38	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	16	0	1	12	0	23	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	20	12	0
OTU.offTarget.0.39	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	15	0	0	17	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	5	0
OTU.offTarget.0.40	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	13	0	0	14	0	0	7	3	18	0	0	0	0	0	0	0	0	0	1	2	0	0	0	5	0	0	0	16	9	0
OTU.offTarget.0.41	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	0	0	15	0	0	11	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	3	0
OTU.offTarget.0.42	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	0	15	0	0	10	0	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	12	4	0
OTU.offTarget.0.43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	0	12	0	0	14	1	13	0	0	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	8	2	0
OTU.offTarget.0.44	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	28	0	0	10	0	0	15	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0
OTU.offTarget.0.45	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	10	0	0	12	0	0	4	0	21	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	16	6	0
OTU.offTarget.0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	12	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	13	10	0
OTU.offTarget.0.47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	22	0	0	28	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU.offTarget.0.48	0	0	0	1	0	0	0	0	0	41	0	0	0	0	0	10	0	0	4	0	0	6	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
OTU.offTarget.0.49	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	6	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	13	6	0
OTU.offTarget.0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.51	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	19	0	0	13	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	6	0	0
OTU.offTarget.0.52	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	11	0	0	13	0	0	7	0	16	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	3	0
OTU.offTarget.0.53	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	19	0	0	4	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	2	0
OTU.offTarget.0.54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	14	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0
OTU.offTarget.0.55	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	15	0	0	5	0	0	13	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0
OTU.offTarget.0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	7	0	12	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	7	9	0
OTU.offTarget.0.57	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	35	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.58	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	7	0	0	4	0	20	0	0	0	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	9	5	0
OTU.offTarget.0.59	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	4	0	0	8	0	0	5	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	3	1
OTU.offTarget.0.60	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU.offTarget.0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	11	0	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	9	0	0
OTU.offTarget.0.62	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	5	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	15	0	0
OTU.offTarget.0.63	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	10	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	9	2	0
OTU.offTarget.0.64	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	32	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU.offTarget.0.65	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	6	0	0	12	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU.offTarget.0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	9	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU.offTarget.0.67	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	6	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	2	0
OTU.offTarget.0.68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	19	0	0	14	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0
OTU.offTarget.0.69	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	13	0	0	6	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	2	0
OTU.offTarget.0.70	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	16	0	0	2	0	0	4	1	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	4	0
OTU.offTarget.0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU.offTarget.0.72	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	5	0	0	5	0	0	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0
OTU.offTarget.0.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU.offTarget.0.74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	7	0	0	5	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10	3	0
OTU.offTarget.0.75	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU.offTarget.0.76	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OTU.offTarget.0.77	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0	0	2	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0
OTU.offTarget.0.78	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
OTU.offTarget.0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	7	0
OTU.offTarget.0.80	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	6	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	2	0
OTU.offTarget.0.81	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	9	0	0	13	0	8	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	3	0	0
OTU.offTarget.0.82	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	11	0	0	3	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	2	0
OTU.offTarget.0.83	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	1	0	0	10	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	5	2	0
OTU.offTarget.0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
OTU.offTarget.0.85	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	10	0	0	2	0	0	4	1	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	3	0	0
OTU.offTarget.0.86	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	1	0	23	0	0	0	1	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU.offTarget.0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	9	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0
OTU.offTarget.0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	14	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0
OTU.offTarget.0.90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	0
OTU.offTarget.0.91	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	14	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0
OTU.offTarget.0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU.offTarget.0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU.offTarget.0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	7	4	0
OTU.offTarget.0.95	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	21	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	7	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	6	0	0
OTU.offTarget.0.97	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	3	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	1	0
OTU.offTarget.0.98	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
OTU.offTarget.0.99	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	15	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
OTU.offTarget.0.100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	3	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	9	1	0
OTU.offTarget.0.101	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	9	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0
OTU.offTarget.0.102	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
OTU.offTarget.0.103	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	3	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0
OTU.offTarget.0.104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	10	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU.offTarget.0.105	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	10	0	0	4	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU.offTarget.0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0
OTU.offTarget.0.107	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	0	1	0	0	2	1	9	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0
OTU.offTarget.0.108	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	3	0	0	1	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
OTU.offTarget.0.109	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	4	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0
OTU.offTarget.0.110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	3	0
OTU.offTarget.0.111	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	1	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
OTU.offTarget.0.112	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0
OTU.offTarget.0.113	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	10	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.115	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU.offTarget.0.116	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	4	0	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU.offTarget.0.117	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0
OTU.offTarget.0.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU.offTarget.0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	1	0
OTU.offTarget.0.120	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7	2	0
OTU.offTarget.0.121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU.offTarget.0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
OTU.offTarget.0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	4	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0
